Temp,Turbidity,DO,BOD ,CO2,pH,Alkalinity,Hardness ,Calcium ,Ammonia ,Nitrite ,Phosphorus ,H2S ,Plankton ,Water Quality
32.03,32.99,5.952,5.333,8.09,8.457,185.604,149.308,97.743,0.024,0.379,0.026,0.028,3175,2
32.32,68.5,4.969,1.24,8.402,8.063,269.928,30.677,69.685,0.033,0.011,1.16,0.066,2127,2
31.01,20.55,7.683,1.466,8.086,9.462,25.017,233.254,10.132,0.036,0.011,1.083,0.053,3344,2
34.35,17.33,4.226,4.914,9.278,8.779,101.337,56.591,11.888,0.013,0.012,2.947,0.038,5028,2
32.99,18.52,6.601,1.38,8.504,9.462,42.892,286.247,227.433,0.035,0.32,0.025,0.05,3681,2
30.12,29.82,6.19,4.466,8.84,7.319,246.126,40.419,73.806,0.039,0.077,0.751,0.071,4915,2
34.5,23.18,4.176,1.496,8.344,6.345,33.277,190.188,56.156,0.021,1.87,2.909,0.033,4632,2
32.26,15.16,4.995,3.467,9.769,6.35,210.989,296.355,10.806,0.048,0.526,0.024,0.037,3226,2
30.29,29.05,5.059,1.146,8.682,8.544,33.427,47.648,141.425,0.004,1.052,1.374,0.044,5001,2
30.53,41.72,3.144,1.439,8.41,7.229,106.19,196.543,18.294,0.034,1.358,2.487,0.075,3772,2
34.99,61.87,6.602,1.488,9.591,6.138,37.172,130.737,52.561,0.004,0.018,2.876,0.085,5261,2
34.33,18.11,5.456,5.042,8.049,7.424,298.468,25.85,29.135,0.037,0.011,0.012,0.044,4063,2
33.08,67.11,4.576,1.389,8.08,7.761,44.064,68.268,48.848,0.004,0.003,2.308,0.033,3708,2
30.13,55.36,5.483,4.108,9.06,6.675,184.29,46.358,75.542,0.037,0.173,0.553,0.086,3604,2
31.61,39.01,4.659,1.896,9.867,9.351,33.703,254.052,227.767,0.013,0.694,0.012,0.058,5997,2
32.32,28.54,3.607,3.024,9.204,6.287,130.927,59.684,99.054,0.024,0.013,2.673,0.081,5690,2
30.5,35.07,6.19,1.068,9.202,6.046,181.343,61.131,232.818,0.049,0.015,2.929,0.091,4223,2
32.85,56.23,5.193,3.772,9.288,9.194,215.423,142.583,60.082,0.028,0.84,2.853,0.068,5501,2
31.63,75.69,6.245,3.364,9.844,8.47,39.087,100.44,39.935,0.018,0.02,2.329,0.084,4010,2
32.25,55.1,4.908,1.304,8.439,6.114,206.25,288.422,18.197,0.049,1.55,1.524,0.087,3705,2
32.89,69.41,3.09,1.494,9.77,9.047,36.025,200.125,30.492,0.011,0.001,1.077,0.084,4514,2
30.37,26.44,3.085,1.938,8.098,6.574,40.646,59.669,155.096,0.048,0.012,1.334,0.074,4308,2
30.29,15.13,4.86,3.333,9.624,9.013,176.354,243.264,80.048,0.014,0.006,1.716,0.064,4184,2
31.5,19.12,3.792,3.394,8.065,6.452,246.135,185.498,17.181,0.039,0.386,0.018,0.058,2663,2
32.61,25.56,5.578,1.249,8.83,6.7,104.48,186.349,76.127,0.001,0.674,1.838,0.045,3600,2
32.81,56.12,4.388,5.459,9.189,6.291,298.535,198.176,16.738,0.014,1.051,1.011,0.059,4455,2
31.21,27.54,4.024,3.733,8.394,6.506,46.505,32.623,104.642,0.007,0.019,2.814,0.055,5769,2
34.56,47.05,3.448,5.5,9.592,6.403,41.787,299.635,18.667,0.035,0.371,0.665,0.065,2287,2
34.13,18.77,3.603,5.348,8.422,6.88,48.305,298.559,154.458,0.002,1.13,0.026,0.041,2377,2
32.22,32.06,3.773,4.11,8.349,9.475,139.998,60.363,21.389,0.028,0.909,1.355,0.029,3421,2
34.91,43,7.057,1.319,9.228,9.331,43.73,42.01,46.546,0.042,1.673,0.065,0.097,3345,2
32.89,18.26,7.6,2.649,9.882,8.681,38.141,45.016,120.744,0.033,0.006,0.018,0.019,6070,2
31.17,50.94,6.999,1.43,9.323,8.156,31.44,103.168,238.9,0.05,0.01,1.157,0.011,251,2
34.05,20.87,5.653,1.913,8.43,9.42,243.539,47.279,16.652,0.047,0.073,0.179,0.001,7219,2
32.26,21.36,3.722,5.108,9.827,8.378,192.067,190.96,15.919,0.04,0.961,0.971,0.019,1230,2
31.25,20.6,6.792,2.273,8.76,8.811,137.325,70.86,232.764,0.012,0.411,0.013,0.009,1035,2
34.78,57.69,3.913,1.723,8.07,9.321,43.066,239.444,97.358,0.006,0.018,0.731,0.02,7190,2
30.71,28.98,6.607,1.052,8.455,6.402,248.804,84.893,11.775,0.046,0.006,2.107,0.005,6691,2
32.56,15.76,4.478,2.277,9.814,8.712,37.277,142.849,207.277,0.033,1.668,2.492,0.019,416,2
34.86,22.02,7.695,1.561,9.738,9.328,31.66,44.9,220.186,0.04,1.046,0.454,0.005,7460,2
33.24,69.37,6.273,1.25,9.165,9.087,27.61,286.874,227.133,0.046,0.011,2.96,0.019,923,2
33.07,60.39,7.368,1.905,9.122,6.071,287.912,60.006,22.935,0.029,0.63,0.257,0.019,906,2
32.35,47.26,4.428,1.713,8.002,6.03,231.6,285.077,15.41,0.048,1.693,2.043,0.008,7272,2
32.89,21.53,6.906,4.229,8.254,6.571,39.033,112.383,24.629,0.027,0.016,1.328,0.019,81,2
34.56,21.91,6.332,1.575,8.429,6.235,27.559,267.625,141.048,0.036,0.007,2.628,0.02,987,2
31.88,17.84,7.393,3.181,9.654,6.144,31.408,143.803,51.856,0.017,0.003,0.03,0.005,6956,2
31.14,29.78,5.128,1.546,8.775,8.445,247.069,21.455,80.984,0.023,0.017,0.726,0.017,7454,2
32.12,23.19,5.327,1.667,8.636,9.409,44.492,37.699,35.494,0.012,0.014,2.605,0.02,7219,2
31.37,28.64,5.219,3.886,8.524,6.318,287.236,148.104,69.575,0.032,0.011,0.018,0.02,1269,2
32.22,25.91,3.411,1.886,8.593,6.409,38.766,170.321,20.082,0.008,0.013,1.052,0.019,7355,2
33.14,59.54,5.953,2.126,8.856,8.975,136.96,26.37,176.477,0.027,1.339,0.028,0.019,1332,2
32.67,24.99,3.168,2.017,8.385,6.178,42.214,160.639,89.631,0.034,0.001,0.908,0.02,6245,2
31.93,35.38,6.19,3.965,9.135,6.367,192.123,249.527,181.211,0.024,1.626,0.026,0.012,1324,2
34.37,42.76,5.361,5.52,9.315,7.93,289.017,143.009,23.12,0.036,0.015,0.03,0.014,734,2
31.5,37.39,4.199,1.937,9.371,8.208,105.757,215.058,199.938,0.045,0.015,0.772,0.02,1231,2
32,78.47,3.751,1.976,8.707,6.413,245.875,87.619,19.836,0.05,0.012,0.333,0.019,645,2
32.59,61.88,4.745,1.291,9.914,6.408,119.187,241.762,71.42,0.05,0.004,2.237,0.02,7148,2
30.31,29.07,3.756,5.596,8.487,9.285,112.831,86.228,49.028,0.028,0,0.018,0.02,6665,2
31.16,29.94,3.78,1.814,9.497,8.253,259.265,149.726,197.873,0.048,1.098,0.115,0.009,6989,2
30.59,46.33,4.353,1.993,8.78,6.154,216.016,167.935,74.499,0.006,1.914,0.335,0.019,1313,2
30.49,22.52,3.531,5.197,9.69,6.481,49.301,98.235,235.257,0.018,0.816,0.02,0.015,1323,2
34.45,47.65,3.624,1.976,8.744,9.432,189.527,71.497,216.748,0.007,1.506,1.193,0.02,1988,2
30.17,44.61,7.237,1.312,9.415,6.15,187.219,74.952,51.669,0.042,0.009,0.012,0.002,499,2
34.2,26.2,4.754,1.51,8.691,9.016,282.3,41.535,98.079,0.003,1.348,0.14,0.014,6496,2
32.54,60.85,5.277,1.368,9.754,6.022,26.048,54.009,11.352,0.036,0,2.88,0.017,7259,2
30.57,25.13,6.863,5.335,9.501,9.141,26.132,239.039,244.786,0.022,0.014,2.173,0.02,7263,2
32.45,27.48,3.364,1.81,8.869,6.375,35.648,20.523,203.036,0.005,1.798,0.537,0.001,866,2
33,71.41,3.86,4.832,8.801,7.221,30.274,203.602,13.471,0,0.003,2.162,0.02,1085,2
30.45,62.25,3.861,1.49,8.746,9.132,25.848,174.026,159.275,0.038,0.007,2.269,0.014,6493,2
34.89,15.01,5.502,2.342,8.887,9.331,47.516,52.107,49.909,0.016,1.034,0.488,0.019,6533,2
33.27,17.55,5.25,1.518,8.761,9.13,220.113,82.171,246.202,0.013,0.008,2.92,0.02,7194,2
32.31,24.35,4.792,2.559,8.145,9.166,263.328,56.001,161.982,0.01,0.932,0.346,0.015,6032,2
34.32,15.06,4.457,1.413,8.881,8.269,195.675,189.951,68.317,0.042,0.001,2.601,0.006,610,2
31.31,64.49,6.543,4.426,9.213,8.517,289.692,86.363,17.239,0.029,1.395,1.201,0.018,6408,2
34.12,26.89,5.992,1.204,8.61,9.184,39.099,24.243,84.673,0.041,0.015,1.645,0.02,783,2
31.64,19.6,5.112,1.451,8.813,6.077,32.727,178.051,84.883,0.003,0.017,0.633,0.002,1058,2
34.71,54.29,4.827,1.381,8.202,6.915,204.122,44.101,76.934,0.032,0.865,0.214,0.019,6762,2
31.22,15.97,7.168,2.003,8.954,9.272,45.19,285.988,84.732,0.044,0.084,0.012,0.004,1964,2
34.79,24.64,3.368,5.385,8.585,6.296,49.561,207.256,110.647,0.039,1.274,0.724,0.015,6319,2
32.55,21.62,4.198,5.145,8.033,6.143,46.684,202.337,57.958,0.007,1.056,1.786,0.019,1063,2
32.82,29.54,6.268,1.977,9.769,8.262,42.612,25.376,29.799,0.027,0.002,2.458,0.02,281,2
34.97,30.95,5.051,5.919,8.421,9.278,48.793,220.256,143.996,0.042,1.788,1.325,0.015,6677,2
33.85,54.22,4.568,4.965,9.367,6.461,31.807,253.298,45.507,0.048,0.007,0.01,0.02,1728,2
31.57,15.98,6.257,3.906,8.309,9.22,191.562,26.48,30.353,0.049,0.226,0.019,0.02,7181,2
30.29,77.58,4.099,5.888,9.949,6.288,276.593,157.457,12.278,0.003,1.701,0.019,0.006,403,2
30.22,28.33,5.499,1.227,9.005,9.336,29.437,140.903,92.059,0.011,1.027,0.019,0.02,1991,2
34.06,65.55,4.944,1.543,9.783,6.162,26.273,44.791,59.972,0.038,0.019,0.332,0.015,79,2
32.06,25.77,7.284,5.595,9.453,6.033,128.893,102.48,123.607,0.027,0.012,0.282,0.019,6388,2
31.92,25.3,4.167,1.531,8.994,9.378,206.651,69.752,19.662,0.044,0,0.417,0.02,6413,2
32.62,21.76,3.043,1.697,9.214,7.473,139.304,250.779,10.386,0.001,1.995,0.298,0.018,7445,2
34.46,28.44,7.588,5.799,8.699,8.194,48.473,223.757,15.677,0.049,0.788,2.731,0.004,6377,2
32.03,45.72,3.462,3.194,9.052,6.098,246.069,166.512,14.506,0.003,1.061,0.023,0.02,1860,2
33.02,27.79,3.663,5.779,9.594,6.985,41.139,108.848,36.622,0.024,0,2.64,0.007,1914,2
30.47,49.57,3.98,1.501,8.547,8.224,32.145,119.347,23.966,0.046,0.008,0.022,0.013,800,2
31.68,35.16,7.026,1.215,8.585,8.27,35.638,259.493,14.441,0.031,0.957,0.423,0.02,980,2
30.72,20.05,7.089,1.876,8.696,8.907,271.873,100.502,14.643,0.017,0.004,0.025,0.016,1625,2
31.22,72.01,5.379,3.518,9.752,9.322,49.688,34.217,15.091,0.048,1.439,2.265,0.02,6213,2
31.89,34.25,3.985,3.521,8.187,7.835,31.178,261.12,212.839,0.042,0.833,1.721,0.018,7425,2
31.35,54.71,6.55,1.668,8.413,6.628,34.014,100.876,184.11,0.042,0.01,1.996,0.017,410,2
31.08,27.95,5.296,1.833,8.606,7.721,25.434,40.685,55.966,0.007,0.109,2.344,0.005,1575,2
33.17,22.9,3.694,5.425,8.703,9.347,43.381,121.418,44.763,0.004,0.013,0.023,0.005,1990,2
34,34.03,7.949,4.099,9.453,7.391,211.776,216.158,21.5,0.038,0,2.395,0.02,361,2
31.04,27.61,4.034,1.748,9.773,6.078,142.067,164.005,226.855,0.047,0.003,0.311,0.02,1556,2
34.48,47.16,5.996,1.798,8.104,9.185,35.348,285.854,21.883,0.031,0.017,2.01,0.009,1158,2
33.73,28.11,7.998,1.27,8.157,6.395,107.974,106.896,76.563,0.043,0.44,0.011,0.008,6309,2
32.68,15.37,4.673,1.792,8.029,9.124,48.237,60.072,27.755,0.047,0.013,1.247,0.005,6724,2
34.85,61.91,6.456,1.018,8.387,9.147,102.679,110.192,215.097,0.037,0.011,0.028,0.007,7156,2
32.82,24.08,3.8,1.099,8.053,7.045,44.492,114.541,131.168,0.008,0.018,2.362,0.019,525,2
31.09,30,3.276,5.359,8.938,7.008,289.251,210.468,23.788,0.018,0.742,2.661,0.019,1085,2
34.29,63.87,5.882,3.075,8.487,9.412,46.965,51.004,27.129,0.046,0.012,1.911,0.019,627,2
34.31,33.03,4.315,1.187,9.84,6.362,248.827,232.521,96.29,0.043,0.004,0.39,0.02,528,2
31.57,25.5,4.165,4.717,9.432,7.723,47.103,189.686,247.989,0.031,0.007,2.992,0.01,6792,2
31.63,21.22,7.557,2.697,8.977,7.63,27.962,143.076,48.609,0.04,0.002,0.027,0.017,6514,2
34.2,25.05,5.527,1.39,8.156,8.011,103.017,33.889,222.717,0.05,1.974,0.034,0.019,6254,2
32.46,21.63,3.084,5.548,9.06,6.418,35.991,207.808,82.242,0.034,0.972,0.017,0.019,7452,2
30.26,17.78,7.763,1.358,9.332,6.36,260.551,224.548,205.525,0.029,1.819,0.259,0.019,154,2
33.89,18.93,4.008,5.482,9.215,8.783,27.744,72.647,60.62,0.037,0.009,0.117,0.02,6714,2
32.13,63.81,7.426,3.646,8.839,9.471,48.018,223.198,28.432,0.039,0.567,1.63,0.019,6630,2
31.4,26.92,3.482,1.609,8.222,8.327,210.719,186.7,46.346,0.036,0.015,1.041,0.014,6360,2
31.67,42.43,4.891,5.459,9.633,6.31,49.508,47.563,22.64,0.022,1.523,1,0.008,6169,2
31.83,76.34,7.004,1.741,8.499,7.068,277.236,106.576,20.376,0.01,0.011,0.561,0.019,968,2
33.97,65.18,3.971,4.353,9.018,6.149,37.103,116.559,40.171,0.031,0.6,0.026,0.019,6144,2
30.19,39.79,3.436,1.809,9.608,8.928,40.154,294.132,18.238,0.045,0.006,1.02,0.002,6749,2
33.63,76.37,4.334,1.169,9.02,6.348,36.182,268.097,111.272,0.024,0.003,2.746,0.014,7239,2
34.36,34,6.297,5.325,8.605,7.744,44.493,119.191,19.183,0.017,1.027,0.859,0.019,6711,2
31.43,78.28,5.947,1.261,9.724,6.073,30.536,86.371,23.193,0.012,0.697,0.215,0.01,294,2
33.28,66.94,7.353,3.901,8.115,8.908,48.787,47.724,49.746,0.043,1.123,1.091,0.01,6980,2
31.16,57.26,4.241,2.988,9.462,8.327,180.906,84.64,102.544,0.047,0.007,0.028,0.015,6946,2
33.11,41.81,6.895,1.054,9.802,7.895,28.769,259.909,82.999,0.046,1.077,0.017,0.005,6164,2
30.38,76.93,4.247,1.356,8.928,6.083,279.572,56.139,188.432,0.036,0.001,1.718,0.006,1981,2
34.83,60.83,5.491,1.829,8.939,7.367,46.967,251.896,81.329,0.023,1.806,2.496,0.02,1672,2
32.81,20.68,7.3781,3.0533,2.7151,9.1308,156.4587,55.5771,21.1871,0.0435,0.5326,0.0214,0.0143,5441,1
17.08,19.79,7.155,4.5339,4.5398,9.3351,110.2424,45.9702,15.6899,0.0257,0.2277,2.1493,0.0153,5508,1
16.62,18.1,5.3336,4.1441,4.8059,9.1786,171.9183,227.5982,237.1607,0.0396,0.2467,0.0243,0.0184,2313,1
16.09,26.34,6.3755,2.3381,9.165,6.437,41.3258,266.5694,22.5159,0.0341,0.4316,2.4134,0.0115,2559,1
17.03,29.29,5.8512,2.9178,2.9213,9.2189,186.8596,50.0307,109.827,0.0362,0.2474,2.1604,0.0167,2004,1
19.95,21.33,6.4988,4.9376,9.8619,9.2147,196.5397,32.267,15.7673,0.0495,0.0234,2.5711,0.0061,2068,1
18.22,28.17,7.5147,5.8845,0.6836,6.3082,39.662,57.7773,208.9392,0.026,0.824,0.0156,0.0176,2936,1
34.28,16.87,5.1538,2.4973,9.7763,6.3886,47.8003,58.9365,229.0888,0.0253,0.4525,2.4697,0.0002,5903,1
30.87,26.11,7.2585,2.5344,1.5529,9.2959,199.254,30.7668,211.8789,0.0301,0.4642,2.3342,0.0056,2063,1
15.49,19.22,6.4657,4.6288,10,6.1748,168.7347,245.265,184.1293,0.0314,1.2015,2.6891,0.013,5161,1
30.98,20.58,6.7843,4.8572,0.2347,9.1265,40.35,55.2657,14.5659,0.048,1.7079,2.4462,0.0168,2880,1
19.6,29.77,6.085,3.3974,9.2149,9.4778,40.7094,21.5685,121.9356,0.0444,1.6105,2.1986,0.0134,5509,1
33.94,25.86,6.9535,2.9888,9.3903,9.4902,25.4791,265.5332,19.1739,0.0405,0.0535,2.2529,0.0019,2651,1
15.77,29.79,6.2994,4.5238,2.2603,6.0757,45.505,211.6807,20.1613,0.048,1.9998,0.0125,0.0083,2213,1
15.55,24.21,5.0033,5.6704,2.0396,9.0083,48.9113,66.7732,17.4811,0.0421,1.9164,2.9002,0.0026,2756,1
19.25,18.44,6.9769,2.8724,9.3052,6.2034,117.3113,71.3264,225.4914,0.0491,0.828,0.0216,0.0042,2579,1
19.01,18.48,7.2474,4.5378,0.0487,9.1777,190.2039,256.086,15.9739,0.0318,0.2947,0.0175,0.0154,2049,1
33.07,20.4,6.636,2.1826,4.6676,9.0657,192.6976,284.9608,148.0261,0.0452,1.226,0.0247,0.0142,5045,1
17.55,16.32,5.1845,5.2617,1.9316,9.2322,121.9258,64.7237,174.287,0.033,0.6796,0.0151,0.0044,2656,1
32.85,17.55,6.097,3.7325,0.8426,9.1231,175.9188,49.8369,14.0297,0.0342,0.4736,0.0262,0.017,2159,1
34.79,26.61,5.9427,2.1574,8.2415,9.0707,30.5195,68.6065,14.1077,0.0494,1.5442,2.1052,0.0166,5192,1
33.85,21.81,5.3705,4.1293,4.9554,9.2757,49.5638,242.9544,151.2552,0.0473,1.9797,2.2831,0.013,2889,1
34.39,21.54,7.7725,3.1201,2.3436,6.2454,25.3594,39.7602,135.6167,0.0268,1.0052,2.8759,0.0159,5825,1
19.99,15.25,5.5463,4.1475,2.0068,6.2646,179.4395,43.2578,233.6191,0.0307,1.4504,0.0192,0.0156,5168,1
32.36,20.96,5.9056,2.738,8.2188,9.4364,32.2283,197.4882,20.4776,0.0344,0.7132,2.502,0.0059,5575,1
19.56,25.43,6.1554,5.8742,9.1669,6.1212,44.2923,293.3338,22.1003,0.0474,1.5573,2.9575,0.0101,2978,1
16.19,26.76,5.9836,3.3633,8.1021,9.2787,176.1343,24.1973,249.1615,0.029,0.3271,2.4961,0.0136,5112,1
19.63,25.3,7.8303,5.0683,9.6219,6.1484,38.1787,273.7136,208.4231,0.0256,0.1053,2.7186,0.0093,5406,1
32.51,28.43,5.6352,5.9621,0.7643,6.2698,103.7368,202.7857,23.63,0.0468,0.0654,0.0253,0.0035,5869,1
16.8,21.09,7.5442,4.1852,1.2828,9.2233,171.1441,168.4817,21.3297,0.0382,0.1757,0.0232,0.0093,5518,1
30.68,22.3,7.0084,2.8196,8.3956,9.2021,44.3537,278.8972,197.317,0.0417,0.5018,2.5511,0.0114,2369,1
30.1,28.7,5.6664,3.007,2.189,9.0612,106.2444,279.121,242.5048,0.0295,1.4752,0.0126,0.0038,2169,1
32.07,23.57,7.4203,5.6906,4.1588,9.3087,49.6632,41.7493,21.2504,0.0467,1.9435,0.0216,0.0128,5920,1
30.33,25.78,7.767,5.8405,2.5605,9.1741,176.3704,154.2639,122.3407,0.029,0.3178,2.9811,0.0017,4587,1
17.99,24.64,7.3714,2.8928,0.2703,9.0552,43.4589,50.7296,244.5805,0.0414,1.8666,2.2235,0.0097,5683,1
16.85,23.86,6.7675,5.5354,1.3158,6.3066,44.1312,164.5789,210.6111,0.0426,0.6623,0.0137,0.0001,4863,1
19.52,26.14,5.7166,2.0997,9.1559,9.1115,37.8367,71.9313,12.5251,0.0456,0.8679,2.0685,0.0128,2558,1
32.81,26.72,5.6029,4.9364,8.2039,9.3885,121.2232,28.179,223.6401,0.0255,0.0882,2.6856,0.0018,4894,1
31.65,18.25,5.3886,4.0261,4.707,6.4308,169.8962,283.4429,20.2342,0.04,0.0728,2.5263,0.0007,5122,1
18.59,29.42,5.5114,5.1602,9.8248,9.4874,137.0625,58.67,20.4287,0.0362,1.2,2.2701,0.0109,2045,1
18.19,18.37,5.6649,2.5789,4.8674,6.1674,28.539,190.1919,19.6499,0.036,0.5029,0.0141,0.0005,5774,1
33.66,23.64,5.3671,3.6916,3.7423,6.4262,148.9685,65.7578,123.9842,0.0408,1.1031,2.7794,0.0108,2913,1
31.81,23.27,5.6244,4.4897,8.7431,9.4236,139.7218,290.166,244.846,0.0281,0.0439,2.8747,0.0061,2458,1
31.95,24.77,6.5888,2.404,8.3904,6.3134,154.1196,58.0901,196.8112,0.028,1.6447,2.6409,0.0109,4796,1
30.65,26.03,7.318,2.8598,4.2409,9.4884,176.3764,34.5111,18.071,0.0418,0.79,2.7413,0.0002,2759,1
33.7,20.37,7.8452,5.9583,9.0862,6.1227,44.3537,69.5205,238.1404,0.0412,1.8695,0.0204,0.0041,2131,1
18.69,22.01,5.2603,5.8436,9.3259,6.22,39.088,39.9421,19.4048,0.0388,0.1231,2.0897,0.005,2584,1
17.36,29.82,6.2461,4.6181,3.6858,6.0487,126.1317,233.2156,13.7073,0.0394,0.3197,0.0106,0.0015,5232,1
34.9,21.39,6.8922,5.1499,9.6989,6.3652,128.5337,65.2757,168.4684,0.0432,1.351,0.0116,0.0082,5999,1
30.65,25.6,7.6777,4.2821,4.2965,6.3375,117.7367,168.391,246.9534,0.0491,0.1544,0.0213,0.0134,2570,1
32,18.44,6.6598,5.4081,8.8838,9.3605,49.3707,255.2987,24.082,0.0296,1.8025,2.4272,0.0171,4805,1
30.53,16.2,6.9165,4.0615,1.2148,6.4287,38.8749,58.5508,204.9494,0.037,0.4328,0.01,0.007,2050,1
33.56,15.32,5.7786,5.2524,2.4077,9.198,181.5524,52.6156,13.0223,0.0384,0.1351,0.0123,0.006,5881,1
33.44,29.93,5.9722,2.8838,0.4003,6.0498,26.8025,73.752,167.1129,0.0289,0.9026,2.6493,0.0043,2489,1
31.04,21.84,6.1172,2.5966,8.0835,6.3611,31.0753,73.9898,103.2896,0.0259,1.8655,0.0253,0.0074,5334,1
33.84,24.8,6.6852,4.3066,0.0601,6.1437,102.0769,29.3901,232.4428,0.0311,0.2153,2.2195,0.0019,4799,1
18.1,26.74,5.114,2.2565,8.7201,6.041,110.1251,23.1899,24.4931,0.0359,1.1495,2.992,0.0157,4862,1
16.29,22.29,7.6277,3.2173,0.0228,9.3299,181.2702,196.8694,100.4303,0.0389,1.6883,0.0157,0.0047,2975,1
30.16,27.54,7.031,3.7536,8.3689,6.2314,181.9399,178.864,21.8028,0.0312,1.9454,2.7664,0.0145,5950,1
32.94,20.15,7.626,4.557,1.3743,9.2666,198.0317,74.2979,139.2348,0.0388,0.4066,2.2057,0.0047,2208,1
31.01,22.39,5.5911,3.0203,4.2363,9.4811,34.6081,156.2919,24.3734,0.0274,0.27,2.5833,0.0112,4637,1
17.81,18.5,6.3333,4.0272,4.297,9.1576,31.5727,53.3893,15.7165,0.0255,1.4607,0.0265,0.0054,4516,1
19.32,19.97,6.1313,5.3405,2.8984,6.0796,180.7498,240.9634,148.4323,0.0279,0.6165,2.6369,0.009,5539,1
16.38,20.48,5.1003,4.5552,8.9953,9.2666,38.2995,60.8275,115.5968,0.0284,0.9049,2.5704,0.0025,2541,1
34.57,22.92,5.2955,2.2076,8.9214,9.3227,111.5248,60.2561,146.4148,0.0259,0.1625,0.0297,0.0003,2418,1
16.86,29.28,5.1426,5.4998,3.3732,6.3765,32.2756,184.2344,22.4291,0.0355,1.0061,2.6738,0.0084,5845,1
30.55,17.71,7.6571,4.2195,9.9924,9.3142,140.2765,285.5056,10.8283,0.0318,0.581,2.1211,0.0029,2831,1
33.77,17.38,5.9477,5.2919,8.9884,9.0642,114.8278,40.1707,13.956,0.0313,1.7881,0.01,0.011,5295,1
17.12,22.94,5.9241,3.699,1.1207,9.4758,119.2372,203.7386,205.57,0.0463,0.879,0.0291,0.0061,2447,1
31.47,29.32,5.3383,2.7995,4.6806,6.2978,45.4904,60.2347,116.9951,0.0295,0.1902,0.0233,0.0151,5586,1
33.52,18.42,5.3241,2.6421,8.3834,9.3413,41.3761,31.6495,174.1214,0.0346,0.4143,0.0102,0.0002,2063,1
31.81,27.17,6.8141,2.7541,9.8576,6.4558,28.6526,266.3357,193.2037,0.0449,1.1478,0.0179,0.001,4969,1
17.42,21.77,5.59,5.9714,8.9442,9.0631,38.1337,53.5472,20.7315,0.0401,0.6453,0.0267,0.0171,2838,1
15.79,25.71,5.725,2.9772,2.6047,9.4167,127.7787,69.065,238.4539,0.042,0.8145,0.0263,0.0049,2053,1
19.3,22.57,6.5212,2.1558,1.3748,9.3348,45.1572,209.6599,14.4299,0.04,1.1879,0.0108,0.0067,4916,1
30.3,24.89,5.2475,2.5773,3.1891,6.3864,133.6496,46.8962,22.4846,0.0392,0.8503,0.0294,0.0003,5714,1
33.38,28.63,7.4822,5.7024,9.5803,9.2222,147.9537,235.3583,206.2717,0.0457,1.5135,2.7063,0.0099,4815,1
16.99,22.05,6.6998,3.2033,3.4621,6.2328,175.3687,202.7575,173.2916,0.035,1.7499,0.0124,0.0057,5594,1
19.68,26.63,6.27,3.7418,1.7944,9.2578,30.956,35.7126,210.3721,0.042,0.5072,2.2848,0.0048,2332,1
18.01,17.86,7.427,4.0439,9.9606,9.473,31.3687,69.2604,12.8781,0.0317,0.1286,2.4188,0.003,2310,1
31.31,19.5,5.6286,4.6689,1.3163,9.4828,119.5521,232.3462,133.7105,0.0487,0.8946,0.0136,0.0136,4543,1
31.26,19.05,5.1724,2.7121,9.3217,6.24,172.2961,46.2165,188.2098,0.0426,0.108,2.6546,0.0118,5870,1
34.31,22.15,6.6516,2.7561,8.3131,9.2643,49.8339,42.7661,219.7542,0.0415,1.699,0.0145,0.0145,4558,1
18.99,29.85,6.5012,5.623,8.7498,9.1791,167.4238,162.0241,17.6949,0.0276,0.4403,2.3835,0.0173,2063,1
34.58,15.91,6.4216,2.3493,0.0143,6.013,44.3542,71.5445,15.2585,0.0283,1.3939,2.5117,0.0077,5888,1
17.93,16.56,6.3886,4.5893,3.272,9.1868,48.6599,236.7659,20.9114,0.0315,1.5689,0.0206,0.0175,2938,1
33.44,19.79,7.4589,5.1714,3.2365,6.0186,131.1018,54.5657,198.0841,0.0458,1.3956,2.1698,0.0103,2611,1
31.54,26.37,5.5179,5.2628,1.9415,6.4408,48.8411,27.4594,14.1129,0.0357,1.4782,2.5006,0.0039,4680,1
32.08,24.8,7.6014,3.5943,9.1173,6.0659,38.9458,21.8899,14.025,0.0375,0.3229,2.4031,0.0027,2542,1
16.25,21.12,6.6177,5.2311,4.1185,6.3228,25.8853,233.2164,12.4823,0.0297,0.469,0.0203,0.0056,2889,1
17.39,16.92,5.2738,3.1373,4.5711,6.2257,30.4855,218.1127,16.4285,0.0309,0.5914,2.5589,0.0026,2318,1
18.98,27.96,6.9051,4.5638,9.6112,6.1538,112.2975,224.1019,22.7067,0.0269,0.6399,0.0206,0.001,5701,1
16.21,16.38,6.6575,5.7585,3.5988,6.4007,199.8996,46.5194,156.0966,0.0468,0.4083,2.8103,0.0164,5493,1
31.33,25.88,7.2915,5.0224,8.4598,9.2752,26.5327,62.5055,18.4012,0.0473,0.3819,2.7835,0.0077,5679,1
18.7,16.17,6.0224,4.2742,0.5598,6.1473,139.5085,237.7167,20.3272,0.049,1.9754,2.4435,0.0178,2497,1
33.45,19.12,7.9244,3.6921,3.6285,6.3176,198.286,193.9362,12.6746,0.0466,1.9716,0.0274,0.0113,4683,1
19.58,29.54,6.4977,4.4084,8.9059,9.3127,104.4365,45.233,148.5006,0.0331,0.1265,2.0132,0.0009,5717,1
